ན་སིད་དྷི་,ན་སིད་དྷི་
ནཾ་ནི་ཪྱཱ་,ནཾ་ནི་རྱཱ་
ས་དང༌བྱང་,ས་དང་བྱང་
སད་དྷརྨ་,སད་དྷརྨ་
ཧཱ་ཏཱིཀྵྞ་,ཧཱ་ཏཱིཀྵྞ་
ནཱ་མ་དྷ་རྨ་,ནཱ་མ་དྷརྨ་
སྭ་ཏྱེེ།,སྭ་ཏྱཻ།
བརྟ་མཱུར།,བརྟ་མཱུར།
བི་ཤུདྡྷ།,བི་ཤུདྡྷ།
སི་དྷྱན་,སི་དྷྱན་
་ཀོུཾ།,་ཀུྃ།
ལོན་དང༌།,ལོན་དང་།
།བྷྲུྃ །,།བྷྲུྃ །
མ་ཐ།་ཡ།,མ་ཐ། ཡ།
ག་ཧཱུྃ་,ག་ཧཱུྃ་
བཛྲ་ཨཤཱོ་,བཛྲ་ཨཤྟྲོ་
ུར།,ིས།
ཀྱུའི་རྣམ་བ་,ཀྱུའི་རྣམ་པ་
བའི་གཙུགས་,བའི་གཙུག་
ཏུ་ཧཱུྃ་,ཏུ་ཧཱུྃ་
ཤ་ནི་བྷཀྵ་,ཤ་ནི་བྷཀྵ་
སརྦ་གརྦྷ་,སརྦ་གརྦྷ་
འདས་ཛམྦྷ་,འདས་ཛམྦྷ་
དེ་དང༌བྱང་,དེ་དང་བྱང་
འཕྲུལ་ཀྱི་་,འཕྲུལ་ཀྱི་
་མ,ེམ
མྱེད་པརི་,མྱེད་པའི་
རབ་འབྱོར༌ད་,རབ་འབྱོར་ད་
ཀུ་ཌྷུ་,ཀུ་ཌྷུ་
ཏུ་ཕྱིན་ད,ཏུ་ཕྱིནད
མེ་ཀཱཪྱ་,མེ་ཀཱརྱ་
མ་ཎི་རཏྣ,མ་ཎི་ཏྣ
ལ་ཪང་,ལ་རང་
་ཧྲཽུཾ་,་ཧྲོྃ་
པར་ཞེན་་པར་,པར་ཞེན་པར་
མ་ཏི་དྷ་,མ་ཏི་དྷ་
པ་,ལོ་
ཅི་གནང༌།,ཅི་གནང་།
ྡྷ།,ྡྷ།
ཌྷང་,ཌྷང་
སྟེ་དེཔ,སྟེ་དཔ
བྲཧྨཔཱུ་,བྲཧྨཔཱུ་
བ་དྡྷཱ།,བ་དྡྷཱ།
རུནྡྷ་,རུནྡྷ་
ཡེ་དྷརྨཱ་,ཡེ་དྷརྨཱ་
གེའ,འ
ཆེན་ཡང༌།,ཆེན་ཡང་།
ལ་བཅོ,ོ
ཤཻ་ཀྵ་,ཤཻ་ཀྵ་
ཀེ་པདྨ་(ཧ,ཀེ་པདྨ་ཧ
།་མཚན་,།མཚན་
ྦྷ་,ྦྷ་
བཻཌཱུརྱ་,བཻཌཱུརྱ་
ཕྲ་རབུ་,ཕྲ་རབ་
དེའི་གསབ་,དེའི་གསང་
མྦ་ཧཱུཾ།,མྦ་ཧཱུཾ།
དེ་བཞིན་བཤེགས་,དེ་བཞིན་གཤེགས་
་བན་དྷ།,་བན་དྷ།
ཡོངས་སུ་,ནི་
པ་ཡང་྄མ་,པ་ཡང་མ་
ཀྱི་ཀྱི་ཀློང་,ཀྱི་ཀློང་
བིཛྲཱྀམ་བྷ་,བིཛྲཱྀམ་བྷ་
ཧུྃ་ཧཱུྃ་,ཧུྃ་ཧཱུྃ་
་པ་དག,་པ་ག
དང་ཉིད་,དང་ཉིང་
ས་པུཥྤ་དྷཱུ་,ས་པུཥྤ་དྷཱུ་
།འཕགས་བ་,།འཕགས་པ་
ཏུ་ཕྱི་ནད་,ཏུ་ཕྱིནད་
བཻ་ཌཱུ་,བཻཌཱུ་
དང་ལྷ་་,དང་ལྷ་
མཚན་྄མ་,མཚན་མ་
བྷཱུ་,བྷཱུ་
གུ་རུ་གྷུ་,གུ་རུ་གྷུ་
བྲི་ཀྵ་,བྲི་ཀྵ་
ྲ་,་
མ་,ས་
བཞིན་ད་ུ,བཞིན་དུ
བུ་མཚོད་,བུ་མཆོད་
དག་པར་་,དག་པར་
་ལན་,་ལས་
གྷ་,གྷ་
ང་ཆུབ་མངོན་,ད། །དཀོན་
བཻ་ཌཱུ་རྱ,བཻ་ཌཱུརྱ
པ་,དུ་
གསུ,བདུ
ཝེ་ཧཱུྃ།,ཝེ་ཧཱུྃ།
ཁྱིམ་དང༌།,ཁྱིམ་དང་།
་ཛམ་བྷེ་,་ཛམ་བྷེ་
བི་བྷངྒ།,བི་བྷངྒ།
ཀམྦྷ།,ཀམྦྷ།
བླངས་ཏེ་།,བླངས་ཏེ།
ྃ་ཀུཾ་དྷྭཾ་,ྃ་ཀུཾ་དྷྭཾ་
ག་ཏེ་བྷྱཿ།,ག་ཏེ་བྷྱཿ།
ནན་ལ།) འདི་,ནན་ལ། འདི་
ཙམ་དུ་དེ་,ཙམ་དུ་
སརྦྦ་སིདྡྷིམྨེ་,སརྦྦ་སིདྡྷིམྨེ་
ཐམས་ཅད་༔རྒྱས་,ཐམས་ཅད་རྒྱས་
མརི་,མའི་
བི་ཀཌྜྷྱྱ།,བི་ཀཌྜྷྱ།
ཏོག་དང་དྷཱ་,ཏོག་དང་དྷཱ་
མཛད་ཅིང༌དེར་,མཛད་ཅིང་དེར་
ཆོས་དང༌དགེ་,ཆོས་དང་དགེ་
ེ་སིད་དྷཱ་,ེ་སིད་དྷཱ་
ཉན་ཐོས་གྱི་,ཉན་ཐོས་ཀྱི་
གི་སྶཱཿསྶཱ་(ྉྤ,གི་སྶཱཿསྶཱ་ྉྤ
པའི་རྐྱེན་ད་,པའི་རྐྱེནད་
ཀྱང་འབྱུང༌།,ཀྱང་འབྱུང་།
ཟེ་དང༌ཁྱིམ་,ཟེ་དང་ཁྱིམ་
དེ་ཡིི་,དེ་ཡི་
དབུས་དང་བྷ་,དབུས་དང་བྷ་
་ཏི་བྷ་,་ཏི་བྷ་
ལ་ལ་(སྭཱ་,ལ་ལ་སྭཱ་
གསུང་་གཙང་,གསུང་གཙང་
ཨཀྵི་,ཨཀྵི་
ག་དྷྲུ་,ག་དྷྲུ་
བྱཱ་ཛྲ་གྷྲ་,བྱཱ་ཛྲ་གྷྲ་
སྟྲཻ་ཡ་དྷྭཱི་,སྟྲཻ་ཡ་དྷྭཱི་
ཀི་དང་བྷ་,ཀི་དང་བྷ་
མཱ་ཛཿཨཱཿཧཱཿༀ་,མཱ་ཛཿཨཱཿཧཱཿཨོཾ་
མཱ་ཡེེ་,མཱ་ཡཻ་
ཏུ་བརྟགཨོྃ །,ཏུ་བརྟག །
གསོལ་པ་།,གསོལ་པ།
ལྟར་བེེ་,ལྟར་བཻ་
ནེ་པའུ,ནེ་པུ
སེམས་དཔའ་ཅེན་,སེམས་དཔའ་ཆེན་
ཨཱརྱ་བོ་ངྷི་,ཨཱརྱ་བོ་དྷི་
་ཅད་,ྣོད་
ར་སཾ་བྷཱུ་,ར་སཾ་བྷཱུ་
བའི་ལས་གྱི་,བའི་ལས་ཀྱི་
ངེ་འདིན་,ངེ་འཛིན་
གརྦྷེ།,གརྦྷེ།
འོང་བའམ༌འགྲོ་,འོང་བའམ་འགྲོ་
དག་པརི་,དག་པའི་
ཙྪཱ་སཱུ་,ཙྪཱ་སཱུ་
ཤྲི་ཡེེ།,ཤྲི་ཡཻ།
པུཥྚི་བརྡྷ་,པུཥྚི་བརྡྷ་
ཨཱརྻ་,ཨཱཪྻ་
བྲཱ་སཱུ་,བྲཱ་སཱུ་
སློང་གང༌བུད་,སློང་གང་བུད་
གཞན་ཡང་ཀྵ་,གཞན་ཡང་ཀྵ་
རོ་ལྀ་ཀ །,རོ་ལྀཀ །
)མཛད།,མཛད།
རྩ་དཱུར་,རྩ་དཱུར་
ཐར་པའི་,ཐར་པས་
ཨ་ནེེ་,ཨ་ནཻ་
བཅས་དང༌།,བཅས་དང་།
ཏུ་པྲ་བྷ་,ཏུ་པྲ་བྷ་
ཀྱི་མཆོག་བྷ་,ཀྱི་མཆོག་བྷ་
ཅིག་ཧཱུཾ་,ཅིག་ཧཱུཾ་
གང་ཡིན་།,གང་ཡིན།
ཨརྒྷཾ་,ཨརྒྷཾ་
ན་སྟེ་ཟོས་,ན་སྟེ་བྲོས་
སྙིང་པོ་།,སྙིང་པོ།
་ཀ །,ཀ །
མཱ་ར་་ཡ།,མཱ་ར་ཡ།
བརྟི་ཧཱུྃ་,བརྟི་ཧཱུྃ་
ཏ་གནྡྷའི་,ཏ་གནྡྷའི་
་བ་དྷཱ་,་བ་དྷཱ་
པའི་གྲོགས་་པོས་,པའི་གྲོགས་པོས་
ཡི་རྔ་།,ཡི་རྔ།
གྱི་རྙིང་,གྱི་རྙེད་
མ་དང༌སྣབས་,མ་དང་སྣབས་
ལྡན་འདས༌མ་,ལྡན་འདས་མ་
ཡ་བོ་དྷ་,ཡ་བོ་དྷ་
དུ་བྱུང༌།,དུ་བྱུང་།
བཱུ་,བཱུ་
ཌཱ་ཀི་ཆཱི།,ཌཱ་ཀི་ནཱི།
ྱོ་རུ་དྷ།,ྱོ་རུ་དྷ།
ཤིག་དང༌ཅི་,ཤིག་དང་ཅི་
ཧཱ་ནུ་བྷ་,ཧཱ་ནུ་བྷ་
འབྱོར༌ཐེག་,འབྱོར་ཐེག་
ཁ་ཚཪ་,ཁ་ཚར་
གུཧྱཱ་ཡེེ་,གུཧྱཱ་ཡཻ་
ཏ་ཀྵཱ་,ཏ་ཀྵཱ་
ཡུཿསན་དྷཱ་,ཡུཿསན་དྷཱ་
པུཎྜ་བ་དྷར་,པུཎྜ་བ་དྷར་
སྦྱན་,སྤྱན་
གི་བྷོ་,གི་བྷོ་
་སིདྡྷི་,་སིདྡྷི་
རྡོ་རྗེའའི་,རྡོ་རྗེའི་
ར་ཅིག་ཅེས་,ས་
པར་དཔེན་,པར་དབེན་
ཆོས་ནི་་,ཆོས་ནི་
སར་དང༌།,སར་དང་།
།༅༅།,།༄༅།
བཏྟཱ་ལིི།,བཏྟཱ་ལི།
ཏི་ཥེ་དྷ་,ཏི་ཥེ་དྷ་
པའི་སྤྱན་྄གྱིས་,པའི་སྤྱན་གྱིས་
ཀ་དང༌།,ཀ་དང་།
ནཱ་མ་ངྷཱ་,ནཱ་མ་དྷཱ་
ནས་སིན་དྷུ་,ནས་སིན་དྷུ་
འཛིན་ལ་ཉོམས་,འཛིན་ལ་སྙོམས་
ལེ་དཱུ་,ལེ་དཱུ་
ཀ་སཱུ་,ཀ་སཱུ་
བཅུའི་ལས་གྱི་,བཅུའི་ལས་ཀྱི་
ཱ་ནན་དྷ་,ཱ་ནན་དྷ་
ཡིན་བརྫོད།,ཡིན་བརྗོད།
ྀྈྐླཱ,ྍྐླཱ
སན་དྷི་,སན་དྷི་
ཁཾ་བཾ་དྷ་,ཁཾ་བཾ་དྷ་
སརྦ་་ཀཱ་,སརྦ་ཀཱ་
གཞན་ལ༌ཤེས་,གཞན་ལ་ཤེས་
ཕཊ་ཀྵ་,ཕཊ་ཀྵ་
ཀཱག་ཀྵི་,ཀཱག་ཀྵི་
དང་ཧྲཱི༔དང་,དང་ཧྲཱིཿདང་
བི་ཤྭ་དྷཱ་,བི་ཤྭ་དྷཱ་
ཏི་རཀྵནྟུ།,ཏི་རཀྵནྟུ།
ཎ་སཱུ་,ཎ་སཱུ་
ཆེ་སྟེ་།,ཆེ་སྟེ།
གྷཱ་,གྷཱ་
ལ་སེམས་.1ཤིང་,ལ་སེམས་ཤིང་
མཛེས,ས
བ་གྷ་,བ་གྷ་
ལེ་ཤོ་དྷ་,ལེ་ཤོ་དྷ་
ཧཱུྃ༑ སྔགས་,ཧཱུྃ༑ སྔགས་
ཧི་ཀྵི་,ཧི་ཀྵི་
འཚོ,གཡོ
ུ་རུ་ཛྷུ་,ུ་རུ་ཛྷུ་
སྔོན་དུ་ༀ་,སྔོན་དུ་ཨོཾ་
ཧ་བྱ་བྷུ་,ཧ་བྱ་བྷུ་
བ་ཡཪ་,བ་ཡར་
བརྩམས་ཤིང༌བཅོམ་,བརྩམས་ཤིང་བཅོམ་
འུ།,ཱུ།
དཔའ་ནི༌གདམས་,དཔའ་ནི་གདམས་
ཧྲཱི,ཧྲཱ
ཕྱིན་,ཆེན་
ཆད་དང༌།,ཆད་དང་།
ཅང་དང༌།,ཅང་དང་།
བརྒྱད་དང༌མིག་,བརྒྱད་དང་མིག་
པ་ཐམས་,ཉིད། །ཐམས་
ྷན,ན
མ་མེ་གྷ་,མ་མེ་གྷ་
ལ་ཧུ་ཀྵ་,ལ་ཧུ་ཀྵ་
སྨུན་,སྨན་
རྒྱུ་སྐར་བྷ་,རྒྱུ་སྐར་བྷ་
ཱུ་,ཱུ་
རྟོག་པའིི་,རྟོག་པའི་
བྷིཛྫི་,བྷིཛྫི་
མ་ཧཱ་བྷེ་,མ་ཧཱ་བྷེ་
ནི་མཉལ་,ནི་མཉམ་
སྒྲུབ་ཐབས་ཅད་ཀྱི་,སྒྲུབ་ཐབས་ཀྱི་
་བི་དྷ།,་བི་དྷ།
ཟིན་པར་བགྱུར།,ཟིན་པར་གྱུར།
དག་གིས་་བཅོམ་,དག་གིས་བཅོམ་
་ལས་ཡོང,་ལྡེང
མོ་བི་ཪཱུ་,མོ་བི་རཱུ་
གན་དྷར་,གན་དྷར་
མི་འོང༌།,མི་འོང་།
བརྗེད་ཀྱང༌།,བརྗེད་ཀྱང་།
བཞིང་,ཞིང་
་བོ།,་བྱ།
པ་རཱི་ཀྵི་,པ་རཱི་ཀྵི་
སྤངས་པ་།,སྤངས་པ།
ཏན་གནས་།,ཏན་གནས།
ཛལཽ་གྷ།,ཛལཽ་གྷ།
བྷྲ,བྷྲ
ནི་ཟླླ་,ནི་ཟླ་
རྒྱུ་དང༌།,རྒྱུ་དང་།
བཛྲི་རཱུ་,བཛྲི་རཱུ་
པའི་སྤོས་གྱི་,པའི་སྤོས་ཀྱི་
གིས་,ཕུ་
ཡང་ཨཱུ་,ཡང་ཨཱུ་
ཡ་སཾ་བྷ་,ཡ་སཾ་བྷ་
ཀྱི་སྡུབས་,ཀྱི་སྦུབས་
ཚུར་དང༌།,ཚུར་དང་།
ལེ་ཨ་བྷ་,ལེ་ཨ་བྷ་
སཾ་མྱཀྨཾ་,སཾ་མྱཀྶཾ་
ར་དྷི་,ར་དྷི་
ཏཱ་ན་དྷེ།,ཏཱ་ན་དྷེ།
ཡ་ན་ཀྵུ་,ཡ་ན་ཀྵུ་
པྲ་ཧཱུྃ།,པྲ་ཧཱུྃ།
བྱང་ཆུབ་་སེམས་,བྱང་ཆུབ་སེམས་
འདྲ་ཡང༌།,འདྲ་ཡང་།
སཽ་ཪཱཥྚ་,སཽ་རཱཥྚ་
ཅན་གང་དག་གིས,པས
དྷྭ་,དྷྭ་
ལ་བཀྵ་,ལ་བཀྵ་
བ་ཤུད་དྷཱཿསརྦ་,བ་ཤུད་དྷཱཿསརྦ་
ར་དཱུ་,ར་དཱུ་
བི་ཥ་གྷཱ་,བི་ཥ་གྷཱ་
ཞེས་བ་གྱི་,ཞེས་བགྱི་
ང་དཔྱག,ག
ཡི་རྫུ་་འཕྲུལ་,ཡི་རྫུ་འཕྲུལ་
ཅན་སྦྱོར་པས།,ཅན་སྦྱོར་བས།
བསྙེན་དང༌།,བསྙེན་དང་།
དཔེར་ན། དེ་,དཔེར་ན། དེ་
་ཿས་,ཿས་
ཌྷཱྃ་,ཌྷཱྃ་
ག །,ད་དོ། །
ཀོཽ་,ཀཽ་
ཁ་གྷ་,ཁ་གྷ་
ས་རཱ་ཀརཱཡ་,ས་རཱ་ཡ་
ཛྙཱ་ཡཀྵ་,ཛྙཱ་ཡཀྵ་
པེ་གཿཏྲེེ་,པེ་གཿཏྲཻ་
མ་ལས་ཀྵའི་,མ་ལས་ཀྵའི་
གསོད་དང༌།,གསོད་དང་།
རྨ་ཤྲཱི་བྷ་,རྨ་ཤྲཱི་བྷ་
ཛི་གྷྲ་,ཛི་གྷྲ་
ཙཱུ་,ཙཱུ་
ཌྷ་,ཌྷ་
གར་ལྡུང་,གར་ལྟུང་
ཱ་བ་དྷརྨྨ་,ཱ་བ་དྷརྨྨ་
དང་ཡིག་བྷ་,དང་ཡིག་བྷ་
མོ་ཤཱནྟཾི,མོ་ཤཱནྟི
དེ་བ་སྐྱབ་,དེ་བསྐྱབ་
སྨན་སིམ་བྷི་,སྨན་སིམ་བྷི་
གོ་དྷའི་,གོ་དྷའི་
གཏམ་དང༌འབེལ་,གཏམ་དང་འབེལ་
ཱུཪྻ་,ྰུཪྻ་
གྲེའུ་དང༌།,གྲེའུ་དང་།
མོ་དང༌བདག་,མོ་དང་བདག་
ཎ་ས་བྷ་,ཎ་ས་བྷ་
རི་གན་དྷ་,རི་གན་དྷ་
བ་གསུང༌།,བ་གསུང་།
བྲྀ་ཛོར་,བྲྀ་ཛིར་
ལྃ་གྱ་ི,ལྃ་གྱི
་མེད་,མེད་
ལ་བིཔི་,ལ་བི་
པས་བསམ་ཏུ་,པས་བསམ་དུ་
ཕཱ་བཱ་བྷཱ་,ཕཱ་བཱ་བྷཱ་
ཡེ་ཧཱུྃ།,ཡེ་ཧཱུྃ།
ཏུ་དེའིི།,ཏུ་དེའི།
གེ་དྷ་,གེ་དྷ་
སོས་དང༌།,སོས་དང་།
ནི་ཀོོ་,ནི་ཀཽ་
་དྲ་,ངས་
མེ་སཱ་དྷ་,མེ་སཱ་དྷ་
འཇུག་ཀྱང༌དགེ་,འཇུག་ཀྱང་དགེ་
ཀྱི་ཀ་ཀྵའི་,ཀྱི་ཀ་ཀྵའི་
ཏུ་བསྐལ་བ་,ཏུ་བསྐལ་པ་
་བུད་དྷ།,་བུད་དྷ།
ག་ཡཱའི་་མགོའི་,ག་ཡཱའི་མགོའི་
པ་ཤཱཀྱཤཀྱ་,པ་ཤཱཀྱ་
ཥྱ་ཧོ་བྷ་,ཥྱ་ཧོ་བྷ་
་སུ་,་སྔགས་
ཏུ་སྉྤ,ཏུ་སྎྤ
ར་གྷོ་,ར་གྷོ་
པ་སྟོག་,པ་སྟོང་
ནུ་ཨཏྟྲེེ་,ནུ་ཨཏྟྲཻ་
་པ་དགྲ,ྲ
དག་ནིི་,དག་ནི་
ལྡན་དང༌འཕྲུལ་,ལྡན་དང་འཕྲུལ་
གབ་,གང་
ཡི་གེ་ཀྵཿདང་,ཡི་གེ་ཀྵཿདང་
དང་ཙཱུ་,དང་ཙཱུ་
ར་བེེ་,ར་བཻ་
བ་སམ་བྷ་,བ་སམ་བྷ་
གཤིན་རྗེའིི་,གཤིན་རྗེའི་
ཡོར་དང༌།,ཡོར་དང་།
གཟན་ཅིང༌།,གཟན་ཅིང་།
དད་པས་,དད་པ་
འབོད་དང༌།,འབོད་དང་།
མོང་གྱུར་བའི་,མོང་གྱུར་པའི་
་གབྷཱ་,་གརྦྷཱ་
དེ་དང༌ཆོས་,དེ་དང་ཆོས་
མ་སྤྲང་,མ་སྦྲང་
ད་དཱ་དྷ་,ད་དཱ་དྷ་
པ་བདེ་པ་,པ་བདེ་བ་
མཚམས་དང༌འོག་,མཚམས་དང་འོག་
ཀྱི་རྒྱ,ཀྱི་རྟག་ཏུ་བྱ
པ་ཙ་།,པ་ཙ།
ནས་པཱུརྞ་,ནས་པཱུརྞ་
བའི་,པའི་
ཧྲཱི༔ཛཿ།,ཧྲཱིཿཛཿ།
སུ་ཁཱི་བྷ་,སུ་ཁཱི་བྷ་
ནང་ན་རྐྱག,ནང་ནརྐྱག
་ཐབ་,ཐབ་
དཱུ་,དཱུ་
ས་ཨ་བྷི་,ས་ཨ་བྷི་
ས་བོན་ཀྵཿ །,ས་བོན་ཀྵཿ །
མོ་ཙོོ་,མོ་ཙཽ་
་ན་དྷ་,་ན་དྷ་
ཨཱ་བྷེ་,ཨཱ་བྷེ་
རབ་འབྱོར༌བསམ་,རབ་འབྱོར་བསམ་
